SKU,COST,CURRENCY,CREATED_DATE
0048544883802,347.05,USD,11/10/2023 9:20:03 PM
0048544884304,164.02,USD,11/10/2023 9:20:05 PM
0048544884731,167.83,USD,11/10/2023 9:20:04 PM
0048544885615,407.04,USD,11/10/2023 9:20:04 PM
0048544886117,153.59,USD,11/10/2023 9:20:06 PM
0048544886247,157.92,USD,11/10/2023 9:20:06 PM
